business_acctnum,dba_name,ownership_type,address,city,state,zip,naics,activity_desc,industry_group,definition,full_address,matched_address,geocode_score,longitude,latitude
2025000964,KIMBRID CORP,CORP,1092 EVERGREEN ST ,SAN DIEGO,CA,92106-2455,33999,ALL OTHER MISC MFG,Manufacturing,Core,"1092 EVERGREEN ST , SAN DIEGO, CA 92106-2455","6170 Valerian Vista Pl, San Diego, California, 92130",100.0,-117.188460341277,32.96648967218
2025018984,KIN TUNG LAW & SIMIN CAI,H-W,8510 WESTMORE RD 273 ,SAN DIEGO,CA,92126-5425,48412,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE",Transportation and Warehousing,Core,"8510 WESTMORE RD 273 , SAN DIEGO, CA 92126-5425","8510 Westmore Rd, Apartment 273, San Diego, California, 92126",100.0,-117.140319886217,32.917860761712
1995011264,KING GRAPHICS,CORP,8517 PRODUCTION AVE ,SAN DIEGO,CA,92121-2204,315,APPAREL MANUFACTURING,Manufacturing,Core,"8517 PRODUCTION AVE , SAN DIEGO, CA 92121-2204","1092 Evergreen St, San Diego, California, 92106",100.0,-117.234013721922,32.722552275622
2007018738,KING TECH INDUSTRY INC,CORP,4455 MURPHY CANYON RD 100 ,SAN DIEGO,CA,92123-4379,42231,"PIECE GOODS, NOTIONS & OTHER DRY GOODS WHSLE",Wholesale Trade,Core,"4455 MURPHY CANYON RD 100 , SAN DIEGO, CA 92123-4379","10476 Hollingsworth Way, Unit 181, San Diego, California, 92127",100.0,-117.110588186006,33.021181799947
1981005094,KINTETSU WORLD EXPRESS (USA) INC,CORP,8525 CAMINO SANTA FE E & F ,SAN DIEGO,CA,92121,481,AIR TRANSPORTATION,Transportation and Warehousing,Core,"8525 CAMINO SANTA FE E & F , SAN DIEGO, CA 92121","10405 Woodchuck Pt, San Diego, California, 92131",100.0,-117.090257796035,32.910471946425
2015043144,KIRAN J MANDANIA & STACY K MANDANIA,H-W,10476 HOLLINGSWORTH WAY 181 ,SAN DIEGO,CA,92127-7815,315,APPAREL MANUFACTURING,Manufacturing,Core,"10476 HOLLINGSWORTH WAY 181 , SAN DIEGO, CA 92127-7815","4455 Murphy Canyon Rd, Suite 100, San Diego, California, 92123",100.0,-117.119185671731,32.824910400819
2006014609,KISSINGER TRUCKING & EQ,CORP,10405 WOODCHUCK PT ,SAN DIEGO,CA,92131-1354,4842,SPECIALIZED FREIGHT TRUCKING,Transportation and Warehousing,Core,"10405 WOODCHUCK PT , SAN DIEGO, CA 92131-1354","1207 Air Wing Rd, San Diego, California, 92154",100.0,-116.955802849008,32.574052108719
2024002993,KLOECKNER METALS CORPORATION,CORP,1202 PIPER RANCH RD ,SAN DIEGO,CA,92154-7714,4215,METAL & MINERAL (EXCEPT PETROLEUM) WHSLE,Wholesale Trade,Core,"1202 PIPER RANCH RD , SAN DIEGO, CA 92154-7714","1202 Piper Ranch Rd, San Diego, California, 92154",100.0,-116.953794125912,32.573199543438
2024002999,KLOECKNER METALS CORPORATION,CORP,1207 AIR WING RD ,SAN DIEGO,CA,92154-7713,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"1207 AIR WING RD , SAN DIEGO, CA 92154-7713","2136 Pointe Pkwy, Spring Valley, California, 91977",100.0,-116.972895946815,32.721348504555
2024007293,KNORA,SOLE,2136 POINTE PKY ,SPRING VALLEY,CA,91977,339999,ALL OTHER MISCELLANEOUS MFG,Manufacturing,Core,"2136 POINTE PKY , SPRING VALLEY, CA 91977","1640 W Artley Dr, Nogales, Arizona, 85621",100.0,-110.969020124045,31.391364690564
2025017248,KOD LOGISTICS LLC,LLC,1640 W ARTLEY DR ,NOGALES,AZ,85621-3898,484,TRUCK TRANSPORTATION,Transportation and Warehousing,Core,"1640 W ARTLEY DR , NOGALES, AZ 85621-3898","12225 World Trade Dr, Suite P, San Diego, California, 92128",100.0,-117.072798710816,32.987732641859
2014034956,KOI ZEN CELLARS,CORP,12225 WORLD TRADE DR P ,SAN DIEGO,CA,92128-3768,31213,WINERIES,Manufacturing,Core,"12225 WORLD TRADE DR P , SAN DIEGO, CA 92128-3768","8525 Camino Santa Fe, Suite F, San Diego, California, 92121",98.87,-117.169982351907,32.881516578086
2014019368,KOMARU TECHNOLOGIES LLC,LLC,7847 DUNBROOK RD H ,SAN DIEGO,CA,92126-6305,33599,ALL OTH ELECTRICAL EQUIPMENT & COMPONENT MFG,Manufacturing,Core,"7847 DUNBROOK RD H , SAN DIEGO, CA 92126-6305","9477 Waples St, Suite 150, San Diego, California, 92121",100.0,-117.183649883225,32.902310445393
2020014414,KONTRON AMERICA INC,CORP,9477 WAPLES ST 150 ,SAN DIEGO,CA,92121-2937,334119,OTHER COMPUTER PERIPHERAL EQUIPMENT MFG,Manufacturing,Core,"9477 WAPLES ST 150 , SAN DIEGO, CA 92121-2937","7847 Dunbrook Rd, Suite H, San Diego, California, 92126",100.0,-117.152491750732,32.892556382759
2006015602,KORALEEN ENTERPRISES,SOLE,1340 LOMA DE PAZ ,ESCONDIDO,CA,92027-3968,334513,INDUSTRIAL PROCESS CONTROL MFG,Manufacturing,Core,"1340 LOMA DE PAZ , ESCONDIDO, CA 92027-3968","1340 Loma de Paz, Escondido, California, 92027",100.0,-117.057467874632,33.12175273575
2025003908,KORBER SUPPLY CHAIN LLC,LLC,3835 N HARBOR DR ,SAN DIEGO,CA,92101-1073,488,TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"3835 N HARBOR DR , SAN DIEGO, CA 92101-1073","2194 San Diego Ave, San Diego, California, 92110",100.0,-117.190977594438,32.747384376241
2015041473,KOVET HOSPITALITY INC,SCORP,6700 GATEWAY PARK DR 1 ,SAN DIEGO,CA,92154-7533,3379,OTHER FURNITURE RELATED PRODUCT MFG,Manufacturing,Core,"6700 GATEWAY PARK DR 1 , SAN DIEGO, CA 92154-7533","3835 N Harbor Dr, San Diego, California, 92101",100.0,-117.205746004919,32.72943717089
2017007103,KRESCO LLC,LLC,2194 SAN DIEGO AVE ,SAN DIEGO,CA,92110-2901,4224,GROCERY & RELATED PRODUCT WHSLE,Wholesale Trade,Core,"2194 SAN DIEGO AVE , SAN DIEGO, CA 92110-2901","3030 Enterprise Ct, Suite C, Vista, California, 92081",100.0,-117.223584874171,33.145310284172
2020012944,KS REFRIGERATED TRANSPORT LLC,LLC,3030 ENTERPRISE CT C ,VISTA,CA,92081-8361,49221,LOCAL MESSENGERS & LOCAL DELIVERY,Transportation and Warehousing,Core,"3030 ENTERPRISE CT C , VISTA, CA 92081-8361","4569 Norma Dr, San Diego, California, 92115",100.0,-117.094154459002,32.760936237295
2008007630,KUEHNE + NAGEL INC ,CORP,2660 SARNEN ST 100 ,SAN DIEGO,CA,92154-6216,48851,FREIGHT TRANSPORTATION ARRANGEMENT,Transportation and Warehousing,Core,"2660 SARNEN ST 100 , SAN DIEGO, CA 92154-6216","2660 Sarnen St, Suite 100, San Diego, California, 92154",100.0,-116.953563455936,32.551464472223
2025015812,KURT A STOLLE & ANGELA DEFELICE,SOLE,4569 NORMA DR ,SAN DIEGO,CA,92115-3132,3399,OTHER MISCELLANEOUS MFG,Manufacturing,Core,"4569 NORMA DR , SAN DIEGO, CA 92115-3132","18166 Calle Estepona, San Diego, California, 92128",100.0,-117.047979644056,33.041882083305
2002005213,KV & ASSOCIATES LLC,LLC,18166 CALLE ESTEPONA ,SAN DIEGO,CA,92128-1579,422,"WHOLESALE TRADE, NONDURABLE GOODS",Wholesale Trade,Core,"18166 CALLE ESTEPONA , SAN DIEGO, CA 92128-1579","6700 Gateway Park Dr, Suite 1, San Diego, California, 92154",100.0,-116.994256003291,32.562781466433
2020015700,KW INTERNATIONAL INC,CORP,2285 MICHAEL FARADAY DR 13 ,SAN DIEGO,CA,92154-7926,484,TRUCK TRANSPORTATION,Transportation and Warehousing,Core,"2285 MICHAEL FARADAY DR 13 , SAN DIEGO, CA 92154-7926","13562 Bolero Way, San Diego, California, 92130",100.0,-117.178072900129,32.968950640861
2025015753,KYLE SODARO & CAROLINA A SODARO,H-W,13562 BOLERO WAY ,SAN DIEGO,CA,92130-7006,332,FABRICATED METAL PRODUCT MFG,Manufacturing,Core,"13562 BOLERO WAY , SAN DIEGO, CA 92130-7006","2285 Michael Faraday Dr, Suite 13, San Diego, California, 92154",100.0,-116.932004698054,32.557651113047
1974009010,KYOCERA INTERNATIONAL INC,CORP,8611 BALBOA AVE ,SAN DIEGO,CA,92123-1501,3344,SEMICONDUCTOR & OTH ELECTRONIC COMPONENT MFG,Manufacturing,Core,"8611 BALBOA AVE , SAN DIEGO, CA 92123-1501","8611 Balboa Ave, San Diego, California, 92123",100.0,-117.141726453389,32.820568868341
2001012625,KYOWA KOGYO LTD,CORP,701 B ST 505 ,SAN DIEGO,CA,92101-8225,422,"WHOLESALE TRADE, NONDURABLE GOODS",Wholesale Trade,Core,"701 B ST 505 , SAN DIEGO, CA 92101-8225","701 B St, Suite 505, San Diego, California, 92101",100.0,-117.157840578425,32.71777471654
2008003393,KZ JEWELRY DESIGNS,SOLE,16777 BERNARDO CENTER DR E6 ,SAN DIEGO,CA,92128-2572,42194,JEWELRY/WATCH/PRECIOUS STONE & METAL WHSLE,Wholesale Trade,Core,"16777 BERNARDO CENTER DR E6 , SAN DIEGO, CA 92128-2572","8724 Approach Rd, San Diego, California, 92154",100.0,-116.955256013645,32.569639204335
1996010172,L & C FOOD DISTRIBUTION INC,CORP,8724 APPROACH RD ,SAN DIEGO,CA,92154-7709,422,"WHOLESALE TRADE, NONDURABLE GOODS",Wholesale Trade,Core,"8724 APPROACH RD , SAN DIEGO, CA 92154-7709","9395 Harritt Rd, Space 121, Lakeside, California, 92040",100.0,-116.88399189938,32.849118678295
2023011070,L AND M FABRICATION,SOLE,9395 HARRITT RD 121 ,LAKESIDE,CA,92040-3530,333992,WELDING & SOLDERING EQUIPMENT MFG,Manufacturing,Core,"9395 HARRITT RD 121 , LAKESIDE, CA 92040-3530","3010 E Beyer Blvd, San Ysidro, California, 92173",100.0,-117.032023685534,32.547402895311
2001004663,L AND R TRANSPORTES,CORP,3010 E BEYER BLVD ,SAN YSIDRO,CA,92173-3102,488999,ALL OTHER TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"3010 E BEYER BLVD , SAN YSIDRO, CA 92173-3102","501 Kettering Dr, Ontario, California, 91761",100.0,-117.544587374453,34.058765230728
1983009767,L M I LARRY METHVIN INSTALLATION INC,CORP,501 KETTERING DR ,ONTARIO,CA,91761,339,MISCELLANEOUS MFG,Manufacturing,Core,"501 KETTERING DR , ONTARIO, CA 91761","16777 Bernardo Center Dr, San Diego, California, 92128",99.52,-117.074996697285,33.019570295242
2021007971,L V A TRUCKING INC,CORP,584 DOOLITTLE AVE ,SAN DIEGO,CA,92154-1634,4841,GENERAL FREIGHT TRUCKING,Transportation and Warehousing,Core,"584 DOOLITTLE AVE , SAN DIEGO, CA 92154-1634","278 Terol Ct, San Diego, California, 92114",100.0,-117.058989692973,32.706616433666
1992008170,L V SEWING & RETAILER,SOLE,278 TEROL CT ,SAN DIEGO,CA,92114-4244,315,APPAREL MANUFACTURING,Manufacturing,Core,"278 TEROL CT , SAN DIEGO, CA 92114-4244","584 Doolittle Ave, San Diego, California, 92154",100.0,-117.058151167379,32.585608573903
1997008871,L-3 COMMUNICATIONS TELEMETRY WEST,CORP,9020 BALBOA AVE ,SAN DIEGO,CA,92123-1510,334419,OTHER ELECTRONIC COMPONENT MFG,Manufacturing,Core,"9020 BALBOA AVE , SAN DIEGO, CA 92123-1510","9020 Balboa Ave, San Diego, California, 92123",100.0,-117.134916827611,32.821877702522
1997001515,L3HARRIS TECHNOLOGIES INC,CORP,9020 BALBOA AVE ,SAN DIEGO,CA,92123-1510,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"9020 BALBOA AVE , SAN DIEGO, CA 92123-1510","9020 Balboa Ave, San Diego, California, 92123",100.0,-117.134916827611,32.821877702522
1981009663,LA BODEGA,CORP,4184 BEYER BLVD 208 ,SAN YSIDRO,CA,92173-2185,4224,GROCERY & RELATED PRODUCT WHSLE,Wholesale Trade,Core,"4184 BEYER BLVD 208 , SAN YSIDRO, CA 92173-2185","4184 Beyer Blvd, Suite 208, San Ysidro, California, 92173",100.0,-117.044853529448,32.558283443823
2024008095,LA BOOCHA KOMBUCHA,LLC,3042 CALLE CUMBRE ,SAN DIEGO,CA,92139-3512,3121,BEVERAGE MFG,Manufacturing,Core,"3042 CALLE CUMBRE , SAN DIEGO, CA 92139-3512","3042 Calle Cumbre, San Diego, California, 92139",100.0,-117.062275482836,32.665986624856
2018019846,LA ESPERANZA TRUCKING,CORP,4186 DIVISION ST ,SAN DIEGO,CA,92113-4320,48422,"SPECIALIZED FRGT (EXC USED) TRUCKING, LOCAL",Transportation and Warehousing,Core,"4186 DIVISION ST , SAN DIEGO, CA 92113-4320","8980 Crestmar Pt, San Diego, California, 92121",100.0,-117.169420596757,32.887107391324
2014017610,LA JOLLA BAKING COMPANY,CORP,8980 CRESTMAR PT ,SAN DIEGO,CA,92121-3222,3118,BAKERIES & TORTILLA MFG,Manufacturing,Core,"8980 CRESTMAR PT , SAN DIEGO, CA 92121-3222","4186 Division St, San Diego, California, 92113",100.0,-117.103907976814,32.684417843206
2004004774,LA MISION ASSOCIATES,SOLE,1351 AIR WING RD 3 ,SAN DIEGO,CA,92154-7725,42282,WINE & DISTILLED ALCOHOLIC BEVERAGE WHSLE,Wholesale Trade,Core,"1351 AIR WING RD 3 , SAN DIEGO, CA 92154-7725","8766 Sherwood Ter, San Diego, California, 92154",100.0,-116.954665005652,32.567995806489
2005009268,LA PEQUENA,SOLE,2256 MAIN ST 11 ,CHULA VISTA,CA,91911,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"2256 MAIN ST 11 , CHULA VISTA, CA 91911","1351 Air Wing Rd, Suite 3, San Diego, California, 92154",100.0,-116.955815840957,32.571908227434
2025005615,LA PULGA WHOLESALE,SOLE,8766 SHERWOOD TER ,SAN DIEGO,CA,92154-7718,4223,"APPAREL, PIECE GOODS & NOTIONS WHSLE",Wholesale Trade,Core,"8766 SHERWOOD TER , SAN DIEGO, CA 92154-7718","2256 Main St, Chula Vista, California, 91911",99.31,-117.084232213481,32.594909049848
2004000406,LA ROCA,SOLE,6128 PARKSIDE AVE ,SAN DIEGO,CA,92139-3748,81131,COMMERCIAL EQUIPMENT (EXC AUTO & ELEC) R&M,Industrial Machinery Repair,Core,"6128 PARKSIDE AVE , SAN DIEGO, CA 92139-3748","6128 Parkside Ave, San Diego, California, 92139",100.0,-117.054689692824,32.66595083413
2025013848,LA SALSA CHILENA INC,SCORP,8548 ARJONS DR E/R ,SAN DIEGO,CA,92126,422,"WHOLESALE TRADE, NONDURABLE GOODS",Wholesale Trade,Core,"8548 ARJONS DR E/R , SAN DIEGO, CA 92126","2339 Marconi Pl, San Diego, California, 92154",99.7,-116.929951131777,32.555509872062
2007025690,LA VITA COMPOUNDING PHARMACY,LLC,11468 SORRENTO VALLEY BLVD C ,SAN DIEGO,CA,92121-1436,325412,PHARMACEUTICAL PREPARATION MFG,Manufacturing,Core,"11468 SORRENTO VALLEY BLVD C , SAN DIEGO, CA 92121-1436","6935 Camino Maquiladora, Suite G, San Diego, California, 92154",100.0,-116.99132149899,32.566854694191
2005003896,LABEL ID TECHNOLOGIES INC,CORP,2339 MARCONI PL 1 ,SAN DIEGO,CA,92154-7287,322,PAPER MFG,Manufacturing,Core,"2339 MARCONI PL 1 , SAN DIEGO, CA 92154-7287","8548 Arjons Dr, San Diego, California, 92126",97.51,-117.140375080753,32.894602868291
2021008904,LABELSLY LLC,LLC,6935 CAMINO MAQUILADORA G ,SAN DIEGO,CA,92154-7505,32311,PRINTING,Manufacturing,Core,"6935 CAMINO MAQUILADORA G , SAN DIEGO, CA 92154-7505","550 W B St, Suite 310, San Diego, California, 92101",100.0,-117.168048479207,32.717792528084
2022008902,LACA INDUSTRIES LLC,LLC,2735 VIA ORANGE N WAY 100 ,SPRING VALLEY,CA,91978-1749,332322,SHEET METAL WORK MFG,Manufacturing,Core,"2735 VIA ORANGE N WAY 100 , SPRING VALLEY, CA 91978-1749","2735 Via Orange Way, Spring Valley, California, 91978",96.45,-116.967672797371,32.729322254998
2015039813,LADERA QUALITY MEATS LLC,LLC,550 W B ST 310 ,SAN DIEGO,CA,92101-3537,42247,MEAT & MEAT PRODUCT WHSLE,Wholesale Trade,Core,"550 W B ST 310 , SAN DIEGO, CA 92101-3537","4466 Via Realzar, San Diego, California, 92122",100.0,-117.209513921854,32.866764638045
2016004526,LADY CROMER,SOLE,363 05TH AVE 301 ,SAN DIEGO,CA,92101-6965,42299,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,Wholesale Trade,Core,"363 05TH AVE 301 , SAN DIEGO, CA 92101-6965","7030 Convoy Ct, San Diego, California, 92111",100.0,-117.165163595772,32.834696230867
2000011233,LAJOLLA IME,SOLE,4466 VIA REALZAR ,SAN DIEGO,CA,92122-1524,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"4466 VIA REALZAR , SAN DIEGO, CA 92122-1524","92101-6965, San Diego, California",86.5,-117.160097992588,32.708961983541
2012001413,LAMEXICANA,CORP,8595 AVENIDA COSTA SUR B ,SAN DIEGO,CA,92154-6281,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"8595 AVENIDA COSTA SUR B , SAN DIEGO, CA 92154-6281","8595 Avenida Costa Sur, #B, San Diego, California, 92154",100.0,-116.958697874545,32.55483999036
2007014384,LANDSCAPE SOLUTION WAREHOUSE INC,CORP,7030 CONVOY CT ,SAN DIEGO,CA,92111-1017,42149,OTH PROFESSIONAL EQUIPMENT & SUPPLIES WHSLE,Wholesale Trade,Core,"7030 CONVOY CT , SAN DIEGO, CA 92111-1017","11468 Sorrento Valley Rd, Suite C, San Diego, California, 92121",98.04,-117.230165422536,32.910282473504
2015018680,LANDSCAPE STRUCTURES INC,CORP,601 07TH S ST ,DELANO,MN,55328-8605,3399,OTHER MISCELLANEOUS MFG,Manufacturing,Core,"601 07TH S ST , DELANO, MN 55328-8605","1649 Waterlily Way, San Marcos, California, 92078",100.0,-117.212919740571,33.125760500844
2026002437,LANE 4 TRANSPORT + HAULING,SOLE,6906 MIRAMAR RD C131 ,SAN DIEGO,CA,92121-2666,488,TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"6906 MIRAMAR RD C131 , SAN DIEGO, CA 92121-2666","1520 San Andreas St, Apartment 105, Chula Vista, California, 91913",100.0,-116.986814633471,32.619171139141
2025017104,LANNA COOKIE LLC,LLC,1649 WATERLILY WAY ,SAN MARCOS,CA,92078-4686,31181,BREAD & BAKERY PRODUCT MFG,Manufacturing,Core,"1649 WATERLILY WAY , SAN MARCOS, CA 92078-4686","31302 Ortega Hwy, San Juan Capistrano, California, 92675",100.0,-117.58109329471,33.513669161294
2023004323,LANUZA INC,CORP,1520 SAN ANDREAS ST 105 ,CHULA VISTA,CA,91913-2578,49221,LOCAL MESSENGERS & LOCAL DELIVERY,Transportation and Warehousing,Core,"1520 SAN ANDREAS ST 105 , CHULA VISTA, CA 91913-2578","4612 Larkspur St, San Diego, California, 92107",100.0,-117.238038795645,32.749555959715
2014010825,LAPEYRE INDUSTRIAL SANDS INC,CORP,31302 ORTEGA HIGHWAY ,SAN JUAN CAPISTRANO,CA,92675,42139,OTHER CONSTRUCTION MATERIAL WHSLE,Wholesale Trade,Core,"31302 ORTEGA HIGHWAY , SAN JUAN CAPISTRANO, CA 92675","55328-8605, Delano, Minnesota",86.5,-93.779279484311,45.031430188115
2002001693,LARIS,SOLE,7860 MISSION CENTER CT 203 ,SAN DIEGO,CA,92108-1331,31199,ALL OTHER FOOD MFG,Manufacturing,Core,"7860 MISSION CENTER CT 203 , SAN DIEGO, CA 92108-1331","6906 Miramar Rd, San Diego, California, 92121",98.89,-117.168016125061,32.878304842337
2024004343,LARKSPUR POTTERY,SOLE,4612 LARKSPUR ST ,SAN DIEGO,CA,92107-1423,32711,"POTTERY, CERAMICS & PLUMBING FIXTURE MFG",Manufacturing,Core,"4612 LARKSPUR ST , SAN DIEGO, CA 92107-1423","7860 Mission Center Ct, Suite 203, San Diego, California, 92108",100.0,-117.154975979195,32.773704641859
2026002745,LARRY T WRIGHT THOMPSON,SOLE,3795 FLORIDA ST 103 ,SAN DIEGO,CA,92104-3559,48421,USED HOUSEHOLD & OFFICE GOODS MOVING,Transportation and Warehousing,Core,"3795 FLORIDA ST 103 , SAN DIEGO, CA 92104-3559","16447 Dartolo Rd, Ramona, California, 92065",100.0,-116.792367471751,33.013454565319
1981012237,LARSSON RACING ENTERPRISES,SOLE,16447 DARTOLO RD ,RAMONA,CA,92065-4678,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"16447 DARTOLO RD , RAMONA, CA 92065-4678","3795 Florida St, Apartment 103, San Diego, California, 92104",100.0,-117.143720424335,32.747343011548
2017010156,LAS DOS CALIFORNIAS INC,CORP,2155 PASEO DE LAS AMERICAS 33 ,SAN DIEGO,CA,92154-7907,4229,MISCELLANEOUS NONDURABLE GOODS WHSLE,Wholesale Trade,Core,"2155 PASEO DE LAS AMERICAS 33 , SAN DIEGO, CA 92154-7907","2155 Paseo de las Americas, Suite 33, San Diego, California, 92154",100.0,-116.935844615537,32.559561348781
2012026126,LASER TECHNOLOGY INC,CORP,6912 S QUENTIN ST ,CENTENNIAL,CO,80112-4538,334519,OTHER MEASURING & CONTROLLING DEVICE MFG,Manufacturing,Core,"6912 S QUENTIN ST , CENTENNIAL, CO 80112-4538","6281 Avenida Cresta, La Jolla, California, 92037",100.0,-117.278253239243,32.823271738749
2025011191,LATI COOKI,LLC,6281 AVENIDA CRESTA ,LA JOLLA,CA,92037-6552,311811,RETAIL BAKERIES,Manufacturing,Core,"6281 AVENIDA CRESTA , LA JOLLA, CA 92037-6552","6912 S Quentin St, Englewood, Colorado, 80112",100.0,-104.845856039247,39.591160961236
1992003970,LAURENCE BLOOM WHOLESALE AUTO,SOLE,3205 MIDWAY DR C ,SAN DIEGO,CA,92110-4550,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"3205 MIDWAY DR C , SAN DIEGO, CA 92110-4550","3205 Midway Dr, Suite C, San Diego, California, 92110",100.0,-117.209907116932,32.750353246345
2025010313,LAX AMMUNITION,LLC,4411 MERCURY ST 103 ,SAN DIEGO,CA,92111-3757,4218,"MACHINERY, EQUIPMENT & SUPPLIES WHSLE",Wholesale Trade,Core,"4411 MERCURY ST 103 , SAN DIEGO, CA 92111-3757","4411 Mercury St, Suite 103, San Diego, California, 92111",100.0,-117.148941847099,32.820400308268
1998007296,LAX FREIGHT SERVICES INC,CORP,1655 SAINT ANDREWS CV ,SAN DIEGO,CA,92154-8213,493,WAREHOUSING & STORAGE,Transportation and Warehousing,Core,"1655 SAINT ANDREWS CV , SAN DIEGO, CA 92154-8213","5075 Niagara Ave, San Diego, California, 92107",99.43,-117.253334427836,32.746949984108
2023004981,LAZY DAISY PIES,SCORP,5075 NIAGARA AVE 12 ,SAN DIEGO,CA,92107-3062,311811,RETAIL BAKERIES,Manufacturing,Core,"5075 NIAGARA AVE 12 , SAN DIEGO, CA 92107-3062","1655 Saint Andrews Cv, San Diego, California, 92154",100.0,-116.977799393692,32.566940860156
2015047910,LC SEVEN AUTO STORAGE,H-W,2002 SUNSET AVE 2 ,SAN DIEGO,CA,92154-4131,49319,OTHER WAREHOUSING & STORAGE,Transportation and Warehousing,Core,"2002 SUNSET AVE 2 , SAN DIEGO, CA 92154-4131","2002 Sunset Ave, San Diego, California, 92154",99.7,-117.088945944369,32.558258926756
2004009618,LCG,CORP,8020 ST ANDREWS AVE 105 ,SAN DIEGO,CA,92154,49311,GENERAL WAREHOUSING & STORAGE,Transportation and Warehousing,Core,"8020 ST ANDREWS AVE 105 , SAN DIEGO, CA 92154","180 Industrial Dr, Burlington, Wisconsin, 53105",100.0,-88.271810528017,42.664425071638
2007004708,LDV INC,CORP,180 INDUSTRIAL DR ,BURLINGTON,WI,53105-2307,336,TRANSPORTATION EQUIPMENT MFG,Manufacturing,Core,"180 INDUSTRIAL DR , BURLINGTON, WI 53105-2307","8020 Saint Andrews Ave, Suite 105, San Diego, California, 92154",100.0,-116.970439747428,32.566000829715
2018002348,LE MACARON FRENCH PASTRIES ,LLC,1025 PROSPECT ST 120 ,LA JOLLA,CA,92037-4102,311811,RETAIL BAKERIES,Manufacturing,Core,"1025 PROSPECT ST 120 , LA JOLLA, CA 92037-4102","100 Tunapuna Ln, Coronado, California, 92118",100.0,-117.13329635427,32.611417962523
2020000354,LE MACARON FRENCH PASTRIES,LLC,4545 LA JOLLA VILLAGE DR 9022 ,SAN DIEGO,CA,92122-1241,311811,RETAIL BAKERIES,Manufacturing,Core,"4545 LA JOLLA VILLAGE DR 9022 , SAN DIEGO, CA 92122-1241","1025 Prospect St, Suite 120, La Jolla, California, 92037",100.0,-117.274189860222,32.847781932376
2026004767,LEAD FOOT CUSTOMS,SOLE,100 TUNAPUNA LN ,CORONADO,CA,92118-3506,321,WOOD PRODUCT MFG,Manufacturing,Core,"100 TUNAPUNA LN , CORONADO, CA 92118-3506","1 Learjet Way, Wichita, Kansas, 67209",100.0,-97.43965886414,37.665128022276
2001004403,LEADER AUTO SALES,SOLE,4630 BORDER VILLAGE RD 203 ,SAN YSIDRO,CA,92173-3118,4211,MOTOR VEHICLE/MOTOR VEHICLE PT & SUPPLY WHSLE,Wholesale Trade,Core,"4630 BORDER VILLAGE RD 203 , SAN YSIDRO, CA 92173-3118","4545 La Jolla Village Dr, Suite 9022, San Diego, California, 92122",100.0,-117.209700754476,32.872836279158
2025020143,LEANDRO PEREIRA,SOLE,3018 COLUMBIA ST B ,SAN DIEGO,CA,92103-6096,49221,LOCAL MESSENGERS & LOCAL DELIVERY,Transportation and Warehousing,Core,"3018 COLUMBIA ST B , SAN DIEGO, CA 92103-6096","4630 Border Village Rd, Suite 203, San Ysidro, California, 92173",100.0,-117.035717254987,32.547783140348
2015031261,LEARJET INC,CORP,1 LEARJET WAY ,WICHITA,KS,67209-2924,81131,COMMERCIAL EQUIPMENT (EXC AUTO & ELEC) R&M,Industrial Machinery Repair,Core,"1 LEARJET WAY , WICHITA, KS 67209-2924","2316 Reo Dr, San Diego, California, 92139",100.0,-117.065523386498,32.676501303295
1984000172,LEATHEROCK INTERNATIONAL INC,CORP,2222 COMMERCIAL ST ,SAN DIEGO,CA,92113-1111,4219,MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"2222 COMMERCIAL ST , SAN DIEGO, CA 92113-1111","3018 Columbia St, Apartment B, San Diego, California, 92103",100.0,-117.173346512566,32.73556186945
2025000125,LEDESMAS TOWING INC,SCORP,2316 REO DR ,SAN DIEGO,CA,92139-3024,48841,MOTOR VEHICLE TOWING,Transportation and Warehousing,Core,"2316 REO DR , SAN DIEGO, CA 92139-3024","2222 Commercial St, San Diego, California, 92113",100.0,-117.143661834832,32.705333499566
1998008977,LEGASPY & SONS TRUCKING COMPANY LLC,CORP,2290 ENRICO FERMI DR 16 ,SAN DIEGO,CA,92154-7228,4931,WAREHOUSING & STORAGE,Transportation and Warehousing,Core,"2290 ENRICO FERMI DR 16 , SAN DIEGO, CA 92154-7228","2290 Enrico Fermi Dr, Suite 16, San Diego, California, 92154",100.0,-116.927859176383,32.557764101102
